comment,rate_class
"聽人說<a href=""/name/灰燼"" target='_blank'>《灰燼》</a>爛尾？解釋一下，我從超級英雄世界那一卷開始，就打算完本了，一直在等機會，一直在收尾，直到三卷後，終於感覺時機成熟，然後我果斷而又麻利的炸死了主角！yeah... 主角掛了，之後有人要我爆位址，要給我寄刀片。於是，我又補了一章誠意滿滿的隱藏結局，治癒一下大家受傷的心靈。我費了這麼大的功夫才弄死主角，又治癒了大家，這算爛尾咩？要爛的話，早就爛了啊！我是無辜的！----作者原話",negative
跪女腿軟宅臭，任由妹子各種欺辱毒舌，主角各種心疼跪舔。<br>另外還是個軟腳蝦，例如食零副本，主角實力堪比類型a，對策室請主角去本部，名義上‘檢查身體’，實際上和讓主角投降引頸受戮沒任何區別，當時打不過但逃完全沒問題，但主角硬跪了，將自己好好地送上去給對策室當槍利用，實在噁心的不能再噁心。<br>mb的花了無數字數鋪墊主角怎麼怎麼屌，結果對比自己弱的人轉眼跪，把自己的生死交給他人，樂的當槍使？mb這書和屎沒有任何區別,negative
離了原著不會寫書系列，這主角有沒有他都一樣，原著劇情不到的角色怎麼都不會死，要殺的時候總是有各種理由意外，原著死期到的角色主角也救不了，這有lv5電擊使能力的主角是有多廢？各種強行走原著<br>看這書還不如直接看原著，腦殘作者sb主角<br>忘改星了，鄙視自己,negative
直女癌辣雞作者必須一星.,negative
關於屬性的二設讓人出戲，劇情...怎麼說呢，吉安娜腦子秀逗了才會找一個半路送信的民兵讓他帶自己去找克爾蘇加德,negative
啊啊啊，受不了了，怎麼一堆作者都把科學當科技啊。如果真的有神秘力量，那神秘力量一定也是科學的才對啊，怎麼一超出理解就不信科學了,negative
主角一刀砍爆了阿修羅寄託在鳴人身上的查克拉，理由是千年之前的恩怨不應該由後人來承擔。那麼，問題就出來，一個因為不熟悉劇情所以表現毫無卵用的主角，為什麼會知道鳴人是阿修羅轉世？作者長點心好麼！,negative
無聊極了，用起點的文風寫晉江的內容，好的沒學壞的學了全。<br>起點文風就是說大白話，沒什麼文筆風格；晉江內容就說宅鬥，先喂你吃屎然後告訴你可以吐出來了以此作為爽點，可以吐出來啦！開不開心？爽不爽？<br>反正我是欣賞不來這種東西。,negative
府天的書總結一下就是做奴才，做好奴才，做長長久久的奴才。,negative
極端自私的反人類主角，去尼瑪的。,negative
作者的女權主義已經矯枉過正到扭曲。作者上一本快穿題材，因為不考慮背景，可以輕鬆吐槽，缺點被掩蓋了。這一部小說，涉及大時代背景群像，作者知識量不足以支撐，就一塌糊塗。而且作者還——眾人皆醉我獨醒，眾人皆濁我獨清，一副你們渣渣我高冷的姿態。作者多讀書少看電視劇吧。,negative
這垃圾作者必須一星,negative
說給你打一分就給你打一分，光明正大,negative
這三觀也是沒誰了，一星不能再多,negative
女權婊？稍微不合你意就全殺光？還要披著近代歷史的皮，站在道德制高點上借古諷今的黑中國？,negative
說女權的，說資料的，說智商的那些個讀者，你們真的看明白這本書了？這個作者明顯就是用極其荒誕的故事在反洗腦，不荒誕估計他也不敢寫。沒看懂的你們真的小學畢業了嗎？沒畢業跑來評論別人做什麼？,negative
智障玩意，寫同人最基本的世界設定不去查官方資料，直接百度現實資料往同人裡套，還一副專家的樣子瞎BB什麼官方說北伐死五萬是因為伺服器壓力的原因，魔獸主城NPC不足一萬........作者吃屎長大的,negative
前20章帖入2段原文：“最後一個問題，我憑什麼相信你？你不過是一個士兵，吉安娜貴為庫爾提拉斯的王女，她憑什麼會聽你的話？”<br>“因為我們已經私定終身了！這個東西你不會不認識吧，她將這東西送給了我，作為定情信物！所以，我能勸服她加入天災軍團，但不是現在！<br>2他猛地抓住了一臉冷漠的吉安娜的手臂，蠻橫的將她拉入了懷裡，粗魯的吻上了她的嘴唇，還用舌頭撬開了她的牙齒，王女出身，人生前22年一直待在達拉然的大小姐什麼時候接觸過這個，她下意識的就要反狼。真毒,negative
蛤的書都是前面不錯，後面就開始喂屎了。<br>太平軍啥玩意啊，變法除了春秋戰國時還能成功，之後的世界還有哪個組織能成功？還不是砸碎一切再建新組織，還不如單幹<br>那個賤男的書也是，前面好好的，後面援共就算了，有了那麼大的力量還要給自己找領導神經啊？就算自己不當領導支援一下就行了，還千里去當狗，太噁心了吧？,negative
只看了第一章三行左右，穿越者不熟知劇情，必出劇毒情節。作者明知劇情卻要設定穿越者不熟劇情，必是想寫，主角一下子沒想到劇情從而無法料敵先機，而導致失敗的情節，更可以達到因寫作水準太低不用脫離原著劇情的目的，此毒與因聖母而放走敵人，從而引發後續情節之毒，有異曲同工之妙。作者開篇就為投毒而做好了準備，豈可看之，看之必吃屎，凡此設定必有奇毒。 17.01.24評,negative
"【先說作者，作者殺死水門夫婦之後直接說了不會復活，人死了還復活幹嘛寫死他們。<br>朋友你等等？？？？主角作為一個海賊粉不瞭解後期劇情也就算了，你一個作者睜眼說瞎話在這裡裝傻逼存心噁心讀者是不是就太過分了？<br>且不說你故意寫死水門夫婦，輪回眼被你吃了？輪回天生之術被你沖走了？AB都把操作方法扔進劇情了<br>見不得別人闔家圓滿？故意寫出這種傻逼劇情你腦子裡裝的是屎嗎？】<br>【再說主角你tm知道兇手是誰，不去報仇，一百八十度靈車飄逸，轉頭甩鍋要去殺尾獸...尾獸：?】<br>【最後整體看劇情，第一卷的內容，有他沒他劇情有差別嗎？反正就是主角跟原著角色混了個臉熟，該死的還是死了，該贏得還是贏了,你寫你媽呢？",negative
看到VIP總感覺有點不對頭，這主角怎麼老讓配角啊？？？尼瑪你認親爹親媽還要考慮養子的心情？EXM？？我很震驚了，然後看作者名，忍不住吐血三升，閃靈神他媽還在寫文啊！日了狗了我，嘔吐嘔吐恨不得把挖了自己的眼睛，我看了一堆什麼狗屎玩意！！！！閃靈真是我這種主角控的絕世巨毒,negative
只看了兩章，這亂七八糟的什麼鬼啊。主角像個神經病，路人也差不多。難道是無厘頭惡搞流的？但往後翻了幾章，看著也不像啊，反正對我來說劇毒,negative
女主，虐主流。這是一本浪費我感情的書，多年以後看到還想吐槽……<br>教的兒子戾力沖天，五歲時就把女主打的滿頭血，女主還說兒子孝順。<br>作者既想讓女主高嫁，又想立牌坊，結果不倫不類。全家餓死都沒出現的舅舅，救了前程遠大的官員後想起了把女主嫁給官員嫡長子……<br>女主還哭哭啼啼，舅舅沒人性，阻礙她被餓死的幸福人生，每天自怨自艾。<br>初見未來婆婆時候假裝是神經病智障傻逼，那叫一個影后上身，婆婆在她婚後第二天把她送小莊子，傻逼留在家裡幹嘛？女主又怪城裡人看不起鄉下人…<br>後來更雷，只差要嫁給兒子了，把兒媳擠得沒地兒站…<br>從小告訴兒子他爹是渣男，父子似仇人，她倒跟渣男顛鸞倒鳳又生了幾個娃……神tmd現實風,negative
這個作者早就上了我的黑名單，但是偶然看到這本書，評價很高而且據說很有趣很輕鬆和以前不一樣，就去看了下，結果一張就被雷走。一個強姦犯的重生……男主正要強姦的時候看到身下女人上吊的“未來場景”被嚇萎了，女人逃過一劫。然後男主發現自己“未來死于馬上風”，立馬潔身自好……這女人上輩子應該被強姦以後就自殺了，這就是一個強姦犯的重生。作者各種誇男主美貌，萌，為男主辯解他不知道，女人掙扎破口大駡他當情趣，作者又明確的寫了，男主好色但是不喜歡去青樓，專門找清白門戶小姑娘小媳婦用權勢和錢財強迫對方，這在我看來就是人渣設定，不愧是我黑名單裡的作者。,negative
主角妹妹被抓去當奴隸，老媽被人關起來當性奴...呵呵，能寫出這麼精彩的故事，作者一定是經歷過吧 ，惹不起，惹不起,negative
開頭確實驚豔，雖然有借梗成分但不妨礙本身創意...只是往後是什麼鬼，作者帳號被損友盜了嗎？好好的食人魔一言不合就偽娘了，女性家屬莫名其妙就被抓走一天問候百八十遍了，崩出翔了啊！,negative
作者的文筆不錯，主角，主角強大的食人魔部落描寫有聲有色，所以當主角部落被滅，主角的母親妹妹被抓去當RBQ而主角投入滅族仇人手下討生活時你會有一種為什麼現在的作者都愛在屎上塗一層蜂蜜的變態行為，MDZZ,negative
"<a href=""/n/哀傷之霜"" target='_blank'>@哀傷之霜 </a>: 我從未見過如此噁心的小說，好好的食人魔不當去當個廢材人，垃圾妓女之王，妹妹被人當打手，老媽被人狠狠艸",negative
簡介就毒，才少年就有了999個情緣，找的是雞吧！不如改名司機和他的999只雞的故事。,negative
這本書簡直不能看啊，垃圾啊，讓人難以接受的抖M還添腳丫子還有日本人簡直沒發看。懶得換帳號了，實名舉報！——（另外我第一次知道有這種地方……咳咳，別的批評在下跪拜接受）,negative
主角一副高富帥+龍傲天的行事風格，你非要給他安排個苦孩子的出身背景+亂好人的性格....這真是...差評,negative
主角命犯殺星，父母雙亡，身邊還有個小蘿莉，父母死因有隱情。被人當槍使，還屁顛屁顛跑去英雄救美，城市裡還能遇到流浪孩，這是什麼年代，什麼開頭，張無忌都沒如此牛逼。 17.01.24評,negative
看到一個腦殘粉啊  2333,negative
主角如果是個窮鬼你們說女主角會不會反抗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,negative
社會我中秋。<br>什麼玩意兒？閱至第二章，從頭到尾，沒幾句話能讀通的。,negative
"以掛反掛,以白制白…結果比小白文更白癡",negative
現在sis的作者都不會寫這麼低級的劇情了,negative
那些莫名其妙打高分的，是有多饑渴？直接去看黃文不痛快多了？用得著給這玩意兒打這麼高分？說難聽點，連很多小黃文，都不會象這書裡的情節那麼無腦吧？<br>校花是通信連，拿這個脅迫她跟自己上床？確定這不是白癡YY？真的小黃文連這麼爛的情節都不敢寫啊！,negative
